"Id","date_ins","date_record","id_stz","id_measure","raw_data","val_data","ist_data","min_data","max_data","count_data","std_data","var_data","int_data","minute_min","minute_max","perc_data","error_code","val_code","measure_state","year_record"
"139",2019-08-25 18:07:16,2019-08-25 18:00:00,6,8,13.1,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"140",2019-08-25 19:01:25,2019-08-25 19:00:00,6,8,13.1,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"141",2019-08-25 20:02:16,2019-08-25 20:00:00,6,8,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"142",2019-08-25 21:03:59,2019-08-25 21:00:00,6,8,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"143",2019-08-25 22:00:41,2019-08-25 22:00:00,6,8,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"144",2019-08-25 23:01:10,2019-08-25 23:00:00,6,8,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"145",2019-08-25 00:08:24,2019-08-25 00:00:00,7,8,12.9,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"146",2019-08-25 01:01:15,2019-08-25 01:00:00,7,8,12.9,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"147",2019-08-25 02:01:47,2019-08-25 02:00:00,7,8,12.9,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"148",2019-08-25 03:01:05,2019-08-25 03:00:00,7,8,12.9,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"149",2019-08-25 04:01:05,2019-08-25 04:00:00,7,8,12.8,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"150",2019-08-25 05:03:28,2019-08-25 05:00:00,7,8,12.8,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"151",2019-08-25 06:09:33,2019-08-25 06:00:00,7,8,12.8,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
